Sample,Target,Cq,SD
I.HYD.12.2nd,UBQ14,NA,NA
I.HYD.12.2nd,UBQ7,26.1181034,0.143624857
I.HYD.12.2nd,UBQ7,26.32121962,0.143624857
I.HYD.12.2nd,UBQ7,NA,NA
I.HYD.12.4th,ACT7,28.39913997,0.041757357
I.HYD.12.4th,ACT7,28.45819379,0.041757357
I.HYD.12.4th,ACT7,NA,NA
I.HYD.12.4th,HYD1,NA,NA
I.HYD.12.4th,HYD1,34.38732685,NA
I.HYD.12.4th,HYD1,35.61881339,NA
I.HYD.12.4th,PP2A1,34.0198588,0.206265594
I.HYD.12.4th,PP2A1,33.7281552,0.206265594
I.HYD.12.4th,PP2A1,NA,NA
I.HYD.12.4th,TBL6,NA,NA
I.HYD.12.4th,TBL6,NA,NA
I.HYD.12.4th,TBL6,NA,NA
I.HYD.12.4th,TMN5,36.0290427,NA
I.HYD.12.4th,TMN5,36.07566201,NA
I.HYD.12.4th,TMN5,NA,NA
I.HYD.12.4th,UBQ14,33.66120357,0.019095963
I.HYD.12.4th,UBQ14,33.68820934,0.019095963
I.HYD.12.4th,UBQ14,NA,NA
I.HYD.12.4th,UBQ7,29.69923275,0.044761005
I.HYD.12.4th,UBQ7,29.63593113,0.044761005
I.HYD.12.4th,UBQ7,NA,NA
I.HYD.13.2nd,ACT7,19.96434608,0.0081626
I.HYD.13.2nd,ACT7,19.95280242,0.0081626
I.HYD.13.2nd,ACT7,NA,NA
I.HYD.13.2nd,HYD1,28.69018563,0.090293824
I.HYD.13.2nd,HYD1,28.56249088,0.090293824
I.HYD.13.2nd,HYD1,NA,NA
I.HYD.13.2nd,PP2A1,27.11147378,0.136470329
I.HYD.13.2nd,PP2A1,26.91847559,0.136470329
I.HYD.13.2nd,PP2A1,NA,NA
I.HYD.13.2nd,TBL6,29.4022514,0.081753445
I.HYD.13.2nd,TBL6,29.28663457,0.081753445
I.HYD.13.2nd,TBL6,NA,NA
I.HYD.13.2nd,TMN5,29.13901258,0.213278254
I.HYD.13.2nd,TMN5,29.44063358,0.213278254
I.HYD.13.2nd,TMN5,NA,NA
I.HYD.13.2nd,UBQ14,26.03485556,0.033959793
I.HYD.13.2nd,UBQ14,26.08288196,0.033959793
I.HYD.13.2nd,UBQ14,NA,NA
I.HYD.13.2nd,UBQ7,21.35275129,0.171920703
I.HYD.13.2nd,UBQ7,21.1096187,0.171920703
I.HYD.13.2nd,UBQ7,NA,NA
I.HYD.13.4th,ACT7,21.33270285,0.05281621
I.HYD.13.4th,ACT7,21.25800945,0.05281621
I.HYD.13.4th,ACT7,NA,NA
I.HYD.13.4th,HYD1,30.21848619,0.023880142
I.HYD.13.4th,HYD1,30.25225781,0.023880142
I.HYD.13.4th,HYD1,NA,NA
I.HYD.13.4th,PP2A1,27.29804088,0.024133166
I.HYD.13.4th,PP2A1,27.33217033,0.024133166
I.HYD.13.4th,PP2A1,NA,NA
I.HYD.13.4th,TBL6,29.70584937,0.12424994
I.HYD.13.4th,TBL6,29.53013342,0.12424994
I.HYD.13.4th,TBL6,NA,NA
I.HYD.13.4th,TMN5,30.3471037,0.071101164
I.HYD.13.4th,TMN5,30.24655147,0.071101164
I.HYD.13.4th,TMN5,NA,NA
I.HYD.13.4th,UBQ14,27.01989883,0.018943638
I.HYD.13.4th,UBQ14,26.99310848,0.018943638
I.HYD.13.4th,UBQ14,NA,NA
I.HYD.13.4th,UBQ7,22.12825005,NA
I.HYD.13.4th,UBQ7,22.97016141,NA
I.HYD.13.4th,UBQ7,NA,NA
I.HYD.15.2nd,ACT7,20.62829736,0.101449006
I.HYD.15.2nd,ACT7,20.4848268,0.101449006
I.HYD.15.2nd,ACT7,NA,NA
I.HYD.15.2nd,HYD1,29.21184405,0.140119778
I.HYD.15.2nd,HYD1,29.41000334,0.140119778
I.HYD.15.2nd,HYD1,NA,NA
I.HYD.15.2nd,PP2A1,26.59404177,0.035348006
I.HYD.15.2nd,PP2A1,26.6440314,0.035348006
I.HYD.15.2nd,PP2A1,NA,NA
I.HYD.15.2nd,TBL6,29.76892948,0.027431083
I.HYD.15.2nd,TBL6,29.73013607,0.027431083
I.HYD.15.2nd,TBL6,NA,NA
I.HYD.15.2nd,TMN5,30.33958552,0.016121009
I.HYD.15.2nd,TMN5,30.36238407,0.016121009
I.HYD.15.2nd,TMN5,NA,NA
I.HYD.15.2nd,UBQ14,26.07174337,0.022279825
I.HYD.15.2nd,UBQ14,26.1032518,0.022279825
I.HYD.15.2nd,UBQ14,NA,NA
I.HYD.15.2nd,UBQ7,22.18881744,0.126287645
I.HYD.15.2nd,UBQ7,22.01021974,0.126287645
I.HYD.15.2nd,UBQ7,NA,NA
I.HYD.15.4th,ACT7,20.39029991,0.01562764
I.HYD.15.4th,ACT7,20.41240073,0.01562764
I.HYD.15.4th,ACT7,NA,NA
I.HYD.15.4th,HYD1,27.90199821,0.098118646
I.HYD.15.4th,HYD1,28.04075893,0.098118646
I.HYD.15.4th,HYD1,NA,NA
I.HYD.15.4th,PP2A1,26.25515812,0.131253189
I.HYD.15.4th,PP2A1,26.06953808,0.131253189
I.HYD.15.4th,PP2A1,NA,NA
I.HYD.15.4th,TBL6,NA,NA
I.HYD.15.4th,TBL6,NA,NA
I.HYD.15.4th,TBL6,NA,NA
I.HYD.15.4th,TMN5,29.53653509,0.043805965
I.HYD.15.4th,TMN5,29.4745841,0.043805965
I.HYD.15.4th,TMN5,NA,NA
I.HYD.15.4th,UBQ14,26.9566428,0.085406054
I.HYD.15.4th,UBQ14,27.0774252,0.085406054
I.HYD.15.4th,UBQ14,NA,NA
I.HYD.15.4th,UBQ7,21.95882814,0.091635622
I.HYD.15.4th,UBQ7,21.8292358,0.091635622
I.HYD.15.4th,UBQ7,NA,NA
I.HYD.16.2nd,ACT7,21.37815671,0.005716534
I.HYD.16.2nd,ACT7,21.38624111,0.005716534
I.HYD.16.2nd,ACT7,NA,NA
I.HYD.16.2nd,HYD1,29.76090468,0.098720528
I.HYD.16.2nd,HYD1,29.90051659,0.098720528
I.HYD.16.2nd,HYD1,NA,NA
I.HYD.16.2nd,PP2A1,27.14611251,0.013292186
I.HYD.16.2nd,PP2A1,27.12731452,0.013292186
I.HYD.16.2nd,PP2A1,NA,NA
I.HYD.16.2nd,TBL6,28.78420319,0.13231677
I.HYD.16.2nd,TBL6,28.97132736,0.13231677
I.HYD.16.2nd,TBL6,NA,NA
I.HYD.16.2nd,TMN5,30.46409494,0.052759747
I.HYD.16.2nd,TMN5,30.38948139,0.052759747
I.HYD.16.2nd,TMN5,NA,NA
I.HYD.16.2nd,UBQ14,26.33929928,0.006539012
I.HYD.16.2nd,UBQ14,26.33005172,0.006539012
I.HYD.16.2nd,UBQ14,NA,NA
I.HYD.16.2nd,UBQ7,21.63522877,0.08783037
I.HYD.16.2nd,UBQ7,21.75943967,0.08783037
I.HYD.16.2nd,UBQ7,NA,NA
I.HYD.17.2nd,ACT7,23.35125122,0.138154169
I.HYD.17.2nd,ACT7,23.54663072,0.138154169
I.HYD.17.2nd,ACT7,NA,NA
I.HYD.17.2nd,HYD1,33.4039101,0.199721441
I.HYD.17.2nd,HYD1,33.12146133,0.199721441
I.HYD.17.2nd,HYD1,NA,NA
I.HYD.17.2nd,PP2A1,30.78479643,0.116370953
I.HYD.17.2nd,PP2A1,30.94936981,0.116370953
I.HYD.17.2nd,PP2A1,NA,NA
I.HYD.17.2nd,TBL6,NA,NA
I.HYD.17.2nd,TBL6,NA,NA
I.HYD.17.2nd,TBL6,NA,NA
I.HYD.17.2nd,TMN5,33.63028111,0.138092743
I.HYD.17.2nd,TMN5,33.43498848,0.138092743
I.HYD.17.2nd,TMN5,NA,NA
I.HYD.17.2nd,UBQ14,30.33557516,0.187705596
I.HYD.17.2nd,UBQ14,30.60103096,0.187705596
I.HYD.17.2nd,UBQ14,NA,NA
I.HYD.17.2nd,UBQ7,25.51021306,0.020833643
I.HYD.17.2nd,UBQ7,25.48074984,0.020833643
I.HYD.17.2nd,UBQ7,NA,NA
I.HYD.18.2nd,ACT7,20.14895419,0.198316653
I.HYD.18.2nd,ACT7,20.42941629,0.198316653
I.HYD.18.2nd,ACT7,NA,NA
I.HYD.18.2nd,HYD1,28.52646715,0.094915601
I.HYD.18.2nd,HYD1,28.39223622,0.094915601
I.HYD.18.2nd,HYD1,NA,NA
I.HYD.18.2nd,PP2A1,26.24843945,0.158169916
I.HYD.18.2nd,PP2A1,26.02475341,0.158169916
I.HYD.18.2nd,PP2A1,NA,NA
I.HYD.18.2nd,TBL6,28.86641947,0.156267127
I.HYD.18.2nd,TBL6,29.08741456,0.156267127
I.HYD.18.2nd,TBL6,NA,NA
I.HYD.18.2nd,TMN5,28.5673942,0.013481868
I.HYD.18.2nd,TMN5,28.54832796,0.013481868
I.HYD.18.2nd,TMN5,NA,NA
I.HYD.18.2nd,UBQ14,25.30440048,0.213286641
I.HYD.18.2nd,UBQ14,25.60603334,0.213286641
I.HYD.18.2nd,UBQ14,NA,NA
I.HYD.18.2nd,UBQ7,19.93432247,0.060568596
I.HYD.18.2nd,UBQ7,19.84866554,0.060568596
I.HYD.18.2nd,UBQ7,NA,NA
I.HYD.18.4th,ACT7,22.14560122,0.016571238
I.HYD.18.4th,ACT7,22.12216595,0.016571238
I.HYD.18.4th,ACT7,NA,NA
I.HYD.18.4th,HYD1,30.25136745,0.159532942
I.HYD.18.4th,HYD1,30.4769811,0.159532942
I.HYD.18.4th,HYD1,NA,NA
I.HYD.18.4th,PP2A1,28.86819847,0.09637538
I.HYD.18.4th,PP2A1,29.00449384,0.09637538
I.HYD.18.4th,PP2A1,NA,NA
I.HYD.18.4th,TBL6,32.60656864,0.248530045
I.HYD.18.4th,TBL6,32.25509408,0.248530045
I.HYD.18.4th,TBL6,NA,NA
I.HYD.18.4th,TMN5,31.71539513,0.124248511
I.HYD.18.4th,TMN5,31.5396812,0.124248511
I.HYD.18.4th,TMN5,NA,NA
I.HYD.18.4th,UBQ14,28.34050651,0.096731197
I.HYD.18.4th,UBQ14,28.47730508,0.096731197
I.HYD.18.4th,UBQ14,NA,NA
I.HYD.18.4th,UBQ7,23.4957611,0.034280197
I.HYD.18.4th,UBQ7,23.44728158,0.034280197
I.HYD.18.4th,UBQ7,NA,NA
I.HYD.19.4th,ACT7,21.66847479,0.006785969
I.HYD.19.4th,ACT7,21.6780716,0.006785969
I.HYD.19.4th,ACT7,NA,NA
I.HYD.19.4th,HYD1,31.9216501,0.043449972
I.HYD.19.4th,HYD1,31.98309764,0.043449972
I.HYD.19.4th,HYD1,NA,NA
I.HYD.19.4th,PP2A1,27.56700815,0.04624595
I.HYD.19.4th,PP2A1,27.5016065,0.04624595
I.HYD.19.4th,PP2A1,NA,NA
I.HYD.19.4th,TBL6,NA,NA
I.HYD.19.4th,TBL6,NA,NA
I.HYD.19.4th,TBL6,NA,NA
I.HYD.19.4th,TMN5,31.89996641,0.072375745
I.HYD.19.4th,TMN5,32.00232117,0.072375745
I.HYD.19.4th,TMN5,NA,NA
I.HYD.19.4th,UBQ14,29.01556336,0.088713044
I.HYD.19.4th,UBQ14,28.89010417,0.088713044
I.HYD.19.4th,UBQ14,NA,NA
I.HYD.19.4th,UBQ7,23.68210933,0.149676969
I.HYD.19.4th,UBQ7,23.47043413,0.149676969
I.HYD.19.4th,UBQ7,NA,NA
I.HYD.2.2nd,ACT7,21.05993478,0.058110445
I.HYD.2.2nd,ACT7,20.9777542,0.058110445
I.HYD.2.2nd,ACT7,NA,NA
I.HYD.2.2nd,HYD1,29.5942354,0.048121919
I.HYD.2.2nd,HYD1,29.66229007,0.048121919
I.HYD.2.2nd,HYD1,NA,NA
I.HYD.2.2nd,PP2A1,26.59060276,0.063620476
I.HYD.2.2nd,PP2A1,26.50062982,0.063620476
I.HYD.2.2nd,PP2A1,NA,NA
I.HYD.2.2nd,TBL6,NA,NA
I.HYD.2.2nd,TBL6,NA,NA
I.HYD.2.2nd,TBL6,NA,NA
I.HYD.2.2nd,TMN5,29.3571983,0.175692757
I.HYD.2.2nd,TMN5,29.10873122,0.175692757
I.HYD.2.2nd,TMN5,NA,NA
I.HYD.2.2nd,UBQ14,26.09116518,0.000756753
I.HYD.2.2nd,UBQ14,26.09223539,0.000756753
I.HYD.2.2nd,UBQ14,NA,NA
I.HYD.2.2nd,UBQ7,21.49439011,0.044151472
I.HYD.2.2nd,UBQ7,21.4319505,0.044151472
I.HYD.2.2nd,UBQ7,NA,NA
I.HYD.2.4th,ACT7,20.79524803,0.005718698
I.HYD.2.4th,ACT7,20.80333549,0.005718698
I.HYD.2.4th,ACT7,NA,NA
I.HYD.2.4th,HYD1,29.02468755,0.07556182
I.HYD.2.4th,HYD1,28.917827,0.07556182
I.HYD.2.4th,HYD1,NA,NA
I.HYD.2.4th,PP2A1,26.12795438,0.001265155
I.HYD.2.4th,PP2A1,26.12974358,0.001265155
I.HYD.2.4th,PP2A1,NA,NA
I.HYD.2.4th,TBL6,NA,NA
I.HYD.2.4th,TBL6,NA,NA
I.HYD.2.4th,TBL6,NA,NA
I.HYD.2.4th,TMN5,29.14608094,0.011101456
I.HYD.2.4th,TMN5,29.13038111,0.011101456
I.HYD.2.4th,TMN5,NA,NA
I.HYD.2.4th,UBQ14,26.47171034,0.031572636
I.HYD.2.4th,UBQ14,26.51636079,0.031572636
I.HYD.2.4th,UBQ14,NA,NA
I.HYD.2.4th,UBQ7,20.54594679,0.03118995
I.HYD.2.4th,UBQ7,20.59005604,0.03118995
I.HYD.2.4th,UBQ7,NA,NA
I.HYD.20.2nd,ACT7,23.01653368,0.014513409
I.HYD.20.2nd,ACT7,22.99600862,0.014513409
I.HYD.20.2nd,ACT7,NA,NA
I.HYD.20.2nd,HYD1,30.33847916,0.063080331
I.HYD.20.2nd,HYD1,30.42768822,0.063080331
I.HYD.20.2nd,HYD1,NA,NA
I.HYD.20.2nd,PP2A1,28.80555845,0.115433513
I.HYD.20.2nd,PP2A1,28.96880609,0.115433513
I.HYD.20.2nd,PP2A1,NA,NA
I.HYD.20.2nd,TBL6,NA,NA
I.HYD.20.2nd,TBL6,NA,NA
I.HYD.20.2nd,TBL6,NA,NA
I.HYD.20.2nd,TMN5,32.59549746,0.318324404
I.HYD.20.2nd,TMN5,32.14531877,0.318324404
I.HYD.20.2nd,TMN5,NA,NA
I.HYD.20.2nd,UBQ14,28.1783681,0.136082346
I.HYD.20.2nd,UBQ14,28.3708176,0.136082346
I.HYD.20.2nd,UBQ14,NA,NA
I.HYD.20.2nd,UBQ7,23.59065782,0.012415628
I.HYD.20.2nd,UBQ7,23.60821617,0.012415628
I.HYD.20.2nd,UBQ7,NA,NA
I.HYD.20.4th,ACT7,27.42738515,0.053934549
I.HYD.20.4th,ACT7,27.35111018,0.053934549
I.HYD.20.4th,ACT7,NA,NA
I.HYD.20.4th,HYD1,36.97218742,1.410298022
I.HYD.20.4th,HYD1,34.15817133,1.410298022
I.HYD.20.4th,HYD1,35.73193253,1.410298022
I.HYD.20.4th,PP2A1,34.63804425,0.093017274
I.HYD.20.4th,PP2A1,34.50649796,0.093017274
I.HYD.20.4th,PP2A1,NA,NA
I.HYD.20.4th,TBL6,34.70988079,NA
I.HYD.20.4th,TBL6,35.75943028,NA
I.HYD.20.4th,TBL6,NA,NA
I.HYD.20.4th,TMN5,36.77335261,0.320257182
I.HYD.20.4th,TMN5,37.22626466,0.320257182
I.HYD.20.4th,TMN5,NA,NA
I.HYD.20.4th,UBQ14,30.08854259,0.104654979
I.HYD.20.4th,UBQ14,29.9405381,0.104654979
I.HYD.20.4th,UBQ14,NA,NA
I.HYD.20.4th,UBQ7,33.23472032,0.081084189
I.HYD.20.4th,UBQ7,33.34939068,0.081084189
I.HYD.20.4th,UBQ7,NA,NA
I.HYD.21.2nd,ACT7,21.34134855,0.100353761
I.HYD.21.2nd,ACT7,21.1994269,0.100353761
I.HYD.21.2nd,ACT7,NA,NA
I.HYD.21.2nd,HYD1,32.22926041,0.034207775
I.HYD.21.2nd,HYD1,32.18088331,0.034207775
I.HYD.21.2nd,HYD1,NA,NA
I.HYD.21.2nd,PP2A1,28.5310264,0.010906818
I.HYD.21.2nd,PP2A1,28.51560183,0.010906818
I.HYD.21.2nd,PP2A1,NA,NA
I.HYD.21.2nd,TBL6,32.21136174,0.322890158
I.HYD.21.2nd,TBL6,31.7547261,0.322890158
I.HYD.21.2nd,TBL6,NA,NA
I.HYD.21.2nd,TMN5,30.1179695,0.129299679
I.HYD.21.2nd,TMN5,30.30082686,0.129299679
I.HYD.21.2nd,TMN5,NA,NA
I.HYD.21.2nd,UBQ14,25.19068386,0.206036251
I.HYD.21.2nd,UBQ14,24.8993046,0.206036251
I.HYD.21.2nd,UBQ14,NA,NA
I.HYD.21.2nd,UBQ7,29.8554591,0.331443406
I.HYD.21.2nd,UBQ7,29.38672734,0.331443406
I.HYD.21.2nd,UBQ7,NA,NA
I.HYD.21.4th,ACT7,22.70824515,0.07283569
I.HYD.21.4th,ACT7,22.60523993,0.07283569
I.HYD.21.4th,ACT7,NA,NA
I.HYD.21.4th,HYD1,34.38694377,0.060685311
I.HYD.21.4th,HYD1,34.30112178,0.060685311
I.HYD.21.4th,HYD1,NA,NA
I.HYD.21.4th,PP2A1,28.23243291,0.220904946
I.HYD.21.4th,PP2A1,28.54483968,0.220904946
I.HYD.21.4th,PP2A1,NA,NA
I.HYD.21.4th,TBL6,33.1168958,0.223399159
I.HYD.21.4th,TBL6,33.43282992,0.223399159
I.HYD.21.4th,TBL6,NA,NA
I.HYD.21.4th,TMN5,32.22696774,0.151597648
I.HYD.21.4th,TMN5,32.01257629,0.151597648
I.HYD.21.4th,TMN5,NA,NA
I.HYD.21.4th,UBQ14,24.31594354,0.046042544
I.HYD.21.4th,UBQ14,24.38105753,0.046042544
I.HYD.21.4th,UBQ14,NA,NA
I.HYD.21.4th,UBQ7,29.44614307,0.182087725
I.HYD.21.4th,UBQ7,29.18863214,0.182087725
I.HYD.21.4th,UBQ7,NA,NA
I.HYD.22.2nd,ACT7,23.79903923,0.005277442
I.HYD.22.2nd,ACT7,23.7915758,0.005277442
I.HYD.22.2nd,ACT7,NA,NA
I.HYD.22.2nd,HYD1,33.40942366,0.062161962
I.HYD.22.2nd,HYD1,33.32151337,0.062161962
I.HYD.22.2nd,HYD1,NA,NA
I.HYD.22.2nd,PP2A1,28.72138527,0.08914066
I.HYD.22.2nd,PP2A1,28.59532134,0.08914066
I.HYD.22.2nd,PP2A1,NA,NA
I.HYD.22.2nd,TBL6,30.40770414,0.033834883
I.HYD.22.2nd,TBL6,30.35985439,0.033834883
I.HYD.22.2nd,TBL6,NA,NA
I.HYD.22.2nd,TMN5,33.48601442,0.399959274
I.HYD.22.2nd,TMN5,34.05164225,0.399959274
I.HYD.22.2nd,TMN5,NA,NA
I.HYD.22.2nd,UBQ14,23.24490045,0.029319398
I.HYD.22.2nd,UBQ14,23.20343656,0.029319398
I.HYD.22.2nd,UBQ14,NA,NA
I.HYD.22.2nd,UBQ7,29.89071616,0.172878861
I.HYD.22.2nd,UBQ7,29.64622853,0.172878861
I.HYD.22.2nd,UBQ7,NA,NA
I.HYD.22.4th,ACT7,21.38083137,0.040091321
I.HYD.22.4th,ACT7,21.43752906,0.040091321
I.HYD.22.4th,ACT7,NA,NA
I.HYD.22.4th,HYD1,28.12801464,0.002208252
I.HYD.22.4th,HYD1,28.1248917,0.002208252
I.HYD.22.4th,HYD1,NA,NA
I.HYD.22.4th,PP2A1,26.90801828,0.034899814
I.HYD.22.4th,PP2A1,26.85866249,0.034899814
I.HYD.22.4th,PP2A1,NA,NA
I.HYD.22.4th,TBL6,28.51187474,0.091336686
I.HYD.22.4th,TBL6,28.38270516,0.091336686
I.HYD.22.4th,TBL6,NA,NA
I.HYD.22.4th,TMN5,30.6104499,0.160867521
I.HYD.22.4th,TMN5,30.83795093,0.160867521
I.HYD.22.4th,TMN5,NA,NA
I.HYD.22.4th,UBQ14,26.12309342,0.044410952
I.HYD.22.4th,UBQ14,26.18589999,0.044410952
I.HYD.22.4th,UBQ14,NA,NA
I.HYD.22.4th,UBQ7,21.42369669,0.081340763
I.HYD.22.4th,UBQ7,21.30866348,0.081340763
I.HYD.22.4th,UBQ7,NA,NA
I.HYD.23.2nd,ACT7,20.32858378,0.047124686
I.HYD.23.2nd,ACT7,20.26193941,0.047124686
I.HYD.23.2nd,ACT7,NA,NA
I.HYD.23.2nd,HYD1,30.87911507,0.08328129
I.HYD.23.2nd,HYD1,30.76133754,0.08328129
I.HYD.23.2nd,HYD1,NA,NA
I.HYD.23.2nd,PP2A1,27.1000953,0.021132728
I.HYD.23.2nd,PP2A1,27.12998149,0.021132728
I.HYD.23.2nd,PP2A1,NA,NA
I.HYD.23.2nd,TBL6,31.21255125,0.13101418
I.HYD.23.2nd,TBL6,31.02726922,0.13101418
I.HYD.23.2nd,TBL6,NA,NA
I.HYD.23.2nd,TMN5,29.45411389,1.083851133
I.HYD.23.2nd,TMN5,30.21413663,1.083851133
I.HYD.23.2nd,TMN5,31.59224184,1.083851133
I.HYD.23.2nd,UBQ14,26.89649366,0.091293658
I.HYD.23.2nd,UBQ14,27.02560239,0.091293658
I.HYD.23.2nd,UBQ14,NA,NA
I.HYD.23.2nd,UBQ7,21.72681942,0.131702845
I.HYD.23.2nd,UBQ7,21.54056347,0.131702845
I.HYD.23.2nd,UBQ7,NA,NA
I.HYD.23.4th,ACT7,19.59741959,0.052859188
I.HYD.23.4th,ACT7,19.52266541,0.052859188
I.HYD.23.4th,ACT7,NA,NA
I.HYD.23.4th,HYD1,28.33363906,0.024128145
I.HYD.23.4th,HYD1,28.29951671,0.024128145
I.HYD.23.4th,HYD1,NA,NA
I.HYD.23.4th,PP2A1,25.31397144,0.002283191
I.HYD.23.4th,PP2A1,25.31074252,0.002283191
I.HYD.23.4th,PP2A1,NA,NA
I.HYD.23.4th,TBL6,27.95868679,0.026954154
I.HYD.23.4th,TBL6,27.92056786,0.026954154
I.HYD.23.4th,TBL6,NA,NA
I.HYD.23.4th,TMN5,28.44084392,0.117821851
I.HYD.23.4th,TMN5,28.27421866,0.117821851
I.HYD.23.4th,TMN5,NA,NA
I.HYD.23.4th,UBQ14,25.13168879,0.006049751
I.HYD.23.4th,UBQ14,25.14024443,0.006049751
I.HYD.23.4th,UBQ14,NA,NA
I.HYD.23.4th,UBQ7,20.20345376,10.94001959
I.HYD.23.4th,UBQ7,21.42258118,10.94001959
I.HYD.23.4th,UBQ7,39.7322506,10.94001959
I.HYD.24.2nd,ACT7,20.81714008,0.138610133
I.HYD.24.2nd,ACT7,21.01316441,0.138610133
I.HYD.24.2nd,ACT7,NA,NA
I.HYD.24.2nd,HYD1,30.78170327,0.010900482
I.HYD.24.2nd,HYD1,30.76628766,0.010900482
I.HYD.24.2nd,HYD1,NA,NA
I.HYD.24.2nd,PP2A1,27.91436364,0.260770862
I.HYD.24.2nd,PP2A1,28.28314933,0.260770862
I.HYD.24.2nd,PP2A1,NA,NA
I.HYD.24.2nd,TBL6,30.51443095,0.074214611
I.HYD.24.2nd,TBL6,30.61938626,0.074214611
I.HYD.24.2nd,TBL6,NA,NA
I.HYD.24.2nd,TMN5,29.87714077,0.176138425
I.HYD.24.2nd,TMN5,30.12623812,0.176138425
I.HYD.24.2nd,TMN5,NA,NA
I.HYD.24.2nd,UBQ14,26.37384039,0.126892674
I.HYD.24.2nd,UBQ14,26.55329373,0.126892674
I.HYD.24.2nd,UBQ14,NA,NA
I.HYD.24.2nd,UBQ7,21.58332351,0.03244172
I.HYD.24.2nd,UBQ7,21.53744399,0.03244172
I.HYD.24.2nd,UBQ7,NA,NA
I.HYD.25.2nd,ACT7,23.59054127,0.00452192
I.HYD.25.2nd,ACT7,23.58414631,0.00452192
I.HYD.25.2nd,ACT7,NA,NA
I.HYD.25.2nd,HYD1,31.04400993,0.052207575
I.HYD.25.2nd,HYD1,31.11784259,0.052207575
I.HYD.25.2nd,HYD1,NA,NA
I.HYD.25.2nd,PP2A1,30.29792321,0.202205768
I.HYD.25.2nd,PP2A1,30.01196107,0.202205768
I.HYD.25.2nd,PP2A1,NA,NA
I.HYD.25.2nd,TBL6,33.15942854,0.052808637
I.HYD.25.2nd,TBL6,33.08474585,0.052808637
I.HYD.25.2nd,TBL6,NA,NA
I.HYD.25.2nd,TMN5,32.28873989,0.032148709
I.HYD.25.2nd,TMN5,32.24327475,0.032148709
I.HYD.25.2nd,TMN5,NA,NA
I.HYD.25.2nd,UBQ14,28.97548916,0.01027074
I.HYD.25.2nd,UBQ14,28.96096414,0.01027074
I.HYD.25.2nd,UBQ14,NA,NA
I.HYD.25.2nd,UBQ7,24.40158896,0.207531244
I.HYD.25.2nd,UBQ7,24.10809546,0.207531244
I.HYD.25.2nd,UBQ7,NA,NA
I.HYD.26.2nd,ACT7,20.47513964,0.029346621
I.HYD.26.2nd,ACT7,20.51664203,0.029346621
I.HYD.26.2nd,ACT7,NA,NA
I.HYD.26.2nd,HYD1,30.14870755,0.216264536
I.HYD.26.2nd,HYD1,29.84286331,0.216264536
I.HYD.26.2nd,HYD1,NA,NA
I.HYD.26.2nd,PP2A1,26.38454427,0.007250984
I.HYD.26.2nd,PP2A1,26.37428983,0.007250984
I.HYD.26.2nd,PP2A1,NA,NA
I.HYD.26.2nd,TBL6,28.23654666,0.085693691
I.HYD.26.2nd,TBL6,28.35773584,0.085693691
I.HYD.26.2nd,TBL6,NA,NA
I.HYD.26.2nd,TMN5,28.85964029,0.078824997
I.HYD.26.2nd,TMN5,28.97111567,0.078824997
I.HYD.26.2nd,TMN5,NA,NA
I.HYD.26.2nd,UBQ14,25.5495929,0.089346866
I.HYD.26.2nd,UBQ14,25.67594845,0.089346866
I.HYD.26.2nd,UBQ14,NA,NA
I.HYD.26.2nd,UBQ7,20.13500779,0.133038103
I.HYD.26.2nd,UBQ7,20.32315208,0.133038103
I.HYD.26.2nd,UBQ7,NA,NA
I.HYD.26.4th,ACT7,20.22196111,0.010599092
I.HYD.26.4th,ACT7,20.23695049,0.010599092
I.HYD.26.4th,ACT7,NA,NA
I.HYD.26.4th,HYD1,25.90209899,0.07598293
I.HYD.26.4th,HYD1,25.7946429,0.07598293
I.HYD.26.4th,HYD1,NA,NA
I.HYD.26.4th,PP2A1,26.01799369,0.051628129
I.HYD.26.4th,PP2A1,26.09100689,0.051628129
I.HYD.26.4th,PP2A1,NA,NA
I.HYD.26.4th,TBL6,NA,NA
I.HYD.26.4th,TBL6,NA,NA
I.HYD.26.4th,TBL6,NA,NA
I.HYD.26.4th,TMN5,28.41277355,0.041988192
I.HYD.26.4th,TMN5,28.35339328,0.041988192
I.HYD.26.4th,TMN5,NA,NA
I.HYD.26.4th,UBQ14,25.58985897,0.034891675
I.HYD.26.4th,UBQ14,25.63920325,0.034891675
I.HYD.26.4th,UBQ14,NA,NA
I.HYD.26.4th,UBQ7,20.23732887,0.135954169
I.HYD.26.4th,UBQ7,20.4295971,0.135954169
I.HYD.26.4th,UBQ7,NA,NA
I.HYD.27.2nd,ACT7,20.30021643,0.048463522
I.HYD.27.2nd,ACT7,20.23167866,0.048463522
I.HYD.27.2nd,ACT7,NA,NA
I.HYD.27.2nd,HYD1,28.73521274,0.02311542
I.HYD.27.2nd,HYD1,28.7025226,0.02311542
I.HYD.27.2nd,HYD1,NA,NA
I.HYD.27.2nd,PP2A1,26.52624461,0.016382992
I.HYD.27.2nd,PP2A1,26.54941366,0.016382992
I.HYD.27.2nd,PP2A1,NA,NA
I.HYD.27.2nd,TBL6,NA,NA
I.HYD.27.2nd,TBL6,NA,NA
I.HYD.27.2nd,TBL6,NA,NA
I.HYD.27.2nd,TMN5,29.83277928,0.005167275
I.HYD.27.2nd,TMN5,29.84008691,0.005167275
