Sample,plant.ID,gene_target,Target,Cq,vigs_condition,aphid_status,leaf,dpi
I.GFP.7.4th,GFP 7,GFP,UBQ14,29.38487307,vigs_infiltrated,uninfested,4th,fourteen
I.GFP.7.4th,GFP 7,GFP,TMN5,32.11891584,vigs_infiltrated,uninfested,4th,fourteen
I.GFP.7.4th,GFP 7,GFP,TBL6,32.61854972,vigs_infiltrated,uninfested,4th,fourteen
I.GFP.7.4th,GFP 7,GFP,PP2A1,28.28958601,vigs_infiltrated,uninfested,4th,fourteen
I.GFP.7.4th,GFP 7,GFP,HYD1,29.8799614,vigs_infiltrated,uninfested,4th,fourteen
I.GFP.7.4th,GFP 7,GFP,ACT7,22.35163786,vigs_infiltrated,uninfested,4th,fourteen
I.GFP.4.2nd,GFP 4,GFP,UBQ7,21.45745965,vigs_infiltrated,uninfested,2nd,twenty-one
I.GFP.4.2nd,GFP 4,GFP,UBQ14,26.10601514,vigs_infiltrated,uninfested,2nd,twenty-one
I.GFP.4.2nd,GFP 4,GFP,TMN5,30.19050477,vigs_infiltrated,uninfested,2nd,twenty-one
I.GFP.4.2nd,GFP 4,GFP,TBL6,29.48582372,vigs_infiltrated,uninfested,2nd,twenty-one
I.GFP.4.2nd,GFP 4,GFP,PP2A1,27.4381851,vigs_infiltrated,uninfested,2nd,twenty-one
I.GFP.4.2nd,GFP 4,GFP,HYD1,28.64730948,vigs_infiltrated,uninfested,2nd,twenty-one
I.GFP.4.2nd,GFP 4,GFP,ACT7,21.33458038,vigs_infiltrated,uninfested,2nd,twenty-one
I.GFP.3.4th,GFP 3,GFP,UBQ7,29.80158527,vigs_infiltrated,uninfested,4th,fourteen
I.GFP.3.4th,GFP 3,GFP,UBQ14,26.60634761,vigs_infiltrated,uninfested,4th,fourteen
I.GFP.3.4th,GFP 3,GFP,TMN5,31.30853831,vigs_infiltrated,uninfested,4th,fourteen
I.GFP.3.4th,GFP 3,GFP,TBL6,32.51633912,vigs_infiltrated,uninfested,4th,fourteen
I.GFP.3.4th,GFP 3,GFP,PP2A1,29.52694415,vigs_infiltrated,uninfested,4th,fourteen
I.GFP.3.4th,GFP 3,GFP,HYD1,30.17041083,vigs_infiltrated,uninfested,4th,fourteen
I.GFP.3.4th,GFP 3,GFP,ACT7,21.55990409,vigs_infiltrated,uninfested,4th,fourteen
I.GFP.28.2nd,GFP 28,GFP,UBQ7,24.26814679,vigs_infiltrated,uninfested,2nd,twenty-one
I.GFP.28.2nd,GFP 28,GFP,UBQ14,29.01101597,vigs_infiltrated,uninfested,2nd,twenty-one
I.GFP.28.2nd,GFP 28,GFP,TMN5,33.30293416,vigs_infiltrated,uninfested,2nd,twenty-one
I.GFP.28.2nd,GFP 28,GFP,TBL6,31.38230495,vigs_infiltrated,uninfested,2nd,twenty-one
I.GFP.28.2nd,GFP 28,GFP,PP2A1,29.4491331,vigs_infiltrated,uninfested,2nd,twenty-one
I.GFP.28.2nd,GFP 28,GFP,HYD1,30.64577811,vigs_infiltrated,uninfested,2nd,twenty-one
I.GFP.28.2nd,GFP 28,GFP,ACT7,23.87479838,vigs_infiltrated,uninfested,2nd,twenty-one
I.GFP.20.2nd,GFP 20,GFP,UBQ7,20.42254377,vigs_infiltrated,uninfested,2nd,twenty-one
I.GFP.20.2nd,GFP 20,GFP,UBQ14,25.42157441,vigs_infiltrated,uninfested,2nd,twenty-one
I.GFP.20.2nd,GFP 20,GFP,TMN5,30.14956481,vigs_infiltrated,uninfested,2nd,twenty-one
I.GFP.20.2nd,GFP 20,GFP,TBL6,28.04668659,vigs_infiltrated,uninfested,2nd,twenty-one
I.GFP.20.2nd,GFP 20,GFP,PP2A1,26.13905116,vigs_infiltrated,uninfested,2nd,twenty-one
I.GFP.20.2nd,GFP 20,GFP,HYD1,27.46027175,vigs_infiltrated,uninfested,2nd,twenty-one
I.GFP.20.2nd,GFP 20,GFP,ACT7,20.21845789,vigs_infiltrated,uninfested,2nd,twenty-one
I.GFP.20.4th,GFP 20,GFP,UBQ7,22.97502638,vigs_infiltrated,uninfested,4th,twenty-one
I.GFP.20.4th,GFP 20,GFP,TBL6,33.38905983,vigs_infiltrated,uninfested,4th,twenty-one
I.GFP.19.4th,GFP 19,GFP,UBQ14,31.40015118,vigs_infiltrated,uninfested,4th,fourteen
I.GFP.19.4th,GFP 19,GFP,PP2A1,33.26729052,vigs_infiltrated,uninfested,4th,fourteen
I.GFP.19.4th,GFP 19,GFP,ACT7,27.10467838,vigs_infiltrated,uninfested,4th,fourteen
